
# min dist = 1.19e-07, max dist = 1.29e-07, total time = 1.20e-05
1	1.29e-07
2	1.20e-07
3	1.21e-07
4	1.21e-07
5	1.21e-07
6	1.19e-07
7	1.21e-07
8	1.21e-07
9	1.21e-07
10	1.20e-07
11	1.20e-07
12	1.21e-07
13	1.21e-07
14	1.20e-07
15	1.21e-07
16	1.20e-07
17	1.21e-07
18	1.20e-07
19	1.21e-07
20	1.26e-07
21	1.21e-07
22	1.20e-07
23	1.21e-07
24	1.20e-07
25	1.21e-07
26	1.20e-07
27	1.21e-07
28	1.21e-07
29	1.20e-07
30	1.20e-07
31	1.21e-07
32	1.21e-07
33	1.21e-07
34	1.19e-07
35	1.21e-07
36	1.21e-07
37	1.21e-07
38	1.20e-07
39	1.20e-07
40	1.21e-07
41	1.21e-07
42	1.20e-07
43	1.26e-07
44	1.21e-07
45	1.21e-07
46	1.20e-07
47	1.20e-07
48	1.21e-07
49	1.21e-07
50	1.20e-07
51	1.21e-07
52	1.20e-07
53	1.21e-07
54	1.20e-07
55	1.21e-07
56	1.21e-07
57	1.20e-07
58	1.20e-07
59	1.21e-07
60	1.21e-07
61	1.21e-07
62	1.19e-07
63	1.21e-07
64	1.21e-07
65	1.26e-07
66	1.20e-07
67	1.21e-07
68	1.21e-07
69	1.21e-07
70	1.19e-07
71	1.21e-07
72	1.21e-07
73	1.21e-07
74	1.20e-07
75	1.20e-07
76	1.21e-07
77	1.21e-07
78	1.20e-07
79	1.21e-07
80	1.20e-07
81	1.21e-07
82	1.20e-07
83	1.21e-07
84	1.21e-07
85	1.20e-07
86	1.20e-07
87	1.21e-07
88	1.26e-07
89	1.21e-07
90	1.20e-07
91	1.21e-07
92	1.21e-07
93	1.20e-07
94	1.20e-07
95	1.21e-07
96	1.21e-07
97	1.20e-07
98	1.20e-07
99	1.21e-07
